,ID_Distrito,Precio,Descripcion
511,7,1350,"Piso En Alquiler En Calle Eguilaz, Trafalgar, Chamberí, Madrid, Madrid"
512,5,1350,"Piso En Alquiler En Plaza Republica Dominicana, Nueva España, Chamartín, Madrid, Madrid"
513,5,1350,"Piso En Alquiler En Calle Colombia, Nueva España, Chamartín, Madrid, Madrid"
514,8,1350,"Piso En Alquiler En Calle Puerto De Maspalomas, Pilar, Fuencarral-El Pardo, Madrid, Madrid"
515,9,1350,"Piso En Alquiler En Calle Princesa , Argüelles, Moncloa-Aravaca, Madrid, Madrid"
516,7,1350,"Piso En Alquiler En Calle Donoso Cortes, Arapiles, Chamberí, Madrid, Madrid"
517,7,1350,"Piso En Alquiler En Calle General Alvarez De Castro, Chamberí, Madrid, Madrid"
518,5,1350,"Piso En Alquiler En Avenida Concha Espina, Hispanoamérica, Chamartín, Madrid, Madrid"
519,16,1350,"Piso En Alquiler En Calle Mar De Aral, Pinar Del Rey, Hortaleza, Madrid, Madrid"
520,1,1375,"Piso En Alquiler En Calle San Bernardo, Universidad, Centro, Madrid, Madrid"
521,5,1390,"Piso En Alquiler En Calle Puerto Rico, Nueva España, Chamartín, Madrid, Madrid"
522,16,1400,"Piso En Alquiler En Calle Infante Diego, Sanchinarro-Valdefuentes, Hortaleza, Madrid, Madrid"
523,1,1400,"Piso En Alquiler En Calle De La Esperanza, Embajadores, Centro, Madrid, Madrid"
524,1,1400,"Piso En Alquiler En Calle Velarde, Universidad, Centro, Madrid, Madrid"
525,9,1400,"Piso En Alquiler En Moncloa-Aravaca, Madrid, Madrid"
526,6,1400,"Piso En Alquiler En Calle San Aquilino, Almenara, Tetuán, Madrid, Madrid"
527,9,1400,"Piso En Alquiler En Calle Fernando El Católico, Argüelles, Moncloa-Aravaca, Madrid, Madrid"
528,7,1400,"Piso En Alquiler En Calle Marques De Lema, Vallehermoso, Chamberí, Madrid, Madrid"
529,7,1400,"Piso En Alquiler En Calle Miguel Angel, 19, Almagro, Chamberí, Madrid, Madrid"
530,2,1400,"Piso En Alquiler En Paseo De Las Delicias, Delicias, Arganzuela, Madrid, Madrid"
531,10,1400,"Piso En Alquiler En Calle Villaviciosa, Campamento, Latina, Madrid, Madrid"
532,3,1400,"Piso En Alquiler En Calle Abtao, Pacífico, Retiro, Madrid, Madrid"
533,7,1400,"Piso En Alquiler En Calle Vallehermoso, Arapiles, Chamberí, Madrid, Madrid"
534,5,1400,"Piso En Alquiler En Calle Víctor De La Serna, Hispanoamérica, Chamartín, Madrid, Madrid"
535,4,1400,"Piso En Alquiler En Calle Doctor Esquerdo, Goya, Salamanca, Madrid, Madrid"
536,10,1400,"Piso En Alquiler En Paseo Marques De Monistrol, 7, Puerta Del Ángel, Latina, Madrid, Madrid"
537,19,1440,"Ático En Alquiler En Calle Imperio Argentina, El Cañaveral - Los Berrocales, Vicálvaro-Ambroz-Centro-Valdebernardo-Valderribas, Madrid, Madrid"
538,16,1450,"Piso En Alquiler En Calle Diego Hurtado De Mendoza, Sanchinarro-Valdefuentes, Hortaleza, Madrid, Madrid"
539,8,1450,"Piso En Alquiler En Calle Maria Tubau, Valverde, Fuencarral-El Pardo, Madrid, Madrid"
540,19,1450,"Piso En Alquiler En Calle Ángel Martín Rodríguez, El Cañaveral - Los Berrocales, Vicálvaro-Ambroz-Centro-Valdebernardo-Valderribas, Madrid, Madrid"
541,19,1450,"Piso En Alquiler En Calle Laguna Negra, Vicálvaro-Ambroz-Centro-Valdebernardo-Valderribas, Madrid, Madrid"
542,13,1450,"Ático En Alquiler En Calle Historias De La Radio, Palomeras Bajas, Puente De Vallecas, Madrid, Madrid"
543,5,1450,"Piso En Alquiler En Calle Principe De Vergara, Hispanoamérica, Chamartín, Madrid, Madrid"
544,16,1480,"Piso En Alquiler En Calle Isabel Clara Eugenia, Sanchinarro-Valdefuentes, Hortaleza, Madrid, Madrid"
545,16,1500,"Piso En Alquiler En Avenida Francisco Pi Y Margall, Sanchinarro-Valdefuentes, Hortaleza, Madrid, Madrid"
546,16,1500,"Piso En Alquiler En Calle Dulce Chacon, Sanchinarro-Valdefuentes, Hortaleza, Madrid, Madrid"
547,1,1500,"Piso En Alquiler En Calle Espiritu Santo, Universidad, Centro, Madrid, Madrid"
548,9,1500,"Piso En Alquiler En Moncloa-Aravaca, Madrid, Madrid"
549,9,1500,"Piso En Alquiler En Moncloa-Aravaca, Madrid, Madrid"
550,3,1500,"Apartamento En Alquiler En Avenida Menéndez Pelayo, Niño Jesús, Retiro, Madrid, Madrid"
551,7,1500,"Piso En Alquiler En Calle Almansa, Vallehermoso, Chamberí, Madrid, Madrid"
552,7,1500,"Piso En Alquiler En Calle Isaac Peral, Vallehermoso, Chamberí, Madrid, Madrid"
553,5,1500,"Piso En Alquiler En Calle Corazón De María, Prosperidad, Chamartín, Madrid, Madrid"
554,5,1500,"Ático En Alquiler En Pasaje Doña Carlota, Prosperidad, Chamartín, Madrid, Madrid"
555,7,1500,"Piso En Alquiler En Calle Españoleto, Almagro, Chamberí, Madrid, Madrid"
556,2,1500,"Piso En Alquiler En Calle Oriana, Delicias, Arganzuela, Madrid, Madrid"
